Ano ,UF do Municipio ,Valor FOB (US$) ,Quilograma Liquido
1998 ,RO ,35193877 ,60760390
1998 ,RR ,1876961 ,9745460
1998 ,SC ,2667652362 ,3437718027
1998 ,SP ,18906713727 ,17374375210
1998 ,SE ,29204495 ,46530613
1998 ,TO ,13946671 ,24623814
1997 ,AC ,213876 ,1187771
1997 ,Al ,316804697 ,1061990796
1997 ,AP ,49221101 ,700963785
1997 ,AM ,198738603 ,126872495
1997 ,BA ,1871885377 ,4041628735
1997 ,CE ,427025765 ,292047579
1997 ,DF ,11931927 ,26596403
1997 ,ES ,3245086091 ,37327473997
1997 ,Exterior ,405000 ,9700
1997 ,GO ,303279619 ,657110942
1997 ,MA ,723523391 ,1882613457
1997 ,MT ,632547823 ,1964683119
1997 ,MS ,403952174 ,2706621065
1997 ,MG ,6955011103 ,63260106448
1997 ,PA ,1703651958 ,47311493533
1997 ,PB ,94250599 ,135875843
1997 ,PR ,4458590183 ,8501202224
1997 ,PE ,324081240 ,677325099
1997 ,PI ,65008504 ,22257954
1997 ,RJ ,3733118388 ,12718591437
1997 ,RN ,72398258 ,181598548
1997 ,RS ,5730933755 ,5494470227
1997 ,RO ,28111483 ,50001874
1997 ,RR ,2694117 ,4801632
1997 ,SC ,2787827069 ,3083451343
1997 ,SP ,18762115800 ,16487655764
1997 ,SE ,33087832 ,88437264
1997 ,TO ,11999799 ,10757906
